Likely true (according to Katie Pearson)?,candidate record citation,candidate query,candidate record reference,accession,specimen_voucher,definition,derived_from,OBI specimen
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]62969[^0-9]"" ",https://cch2.org/portal/collections/individual/index.php?occid=175101,https://www.ncbi.nlm.nih.gov/nuccore/MN617214,OBI 62969,"Cirsium arizonicum var. tenuisectum voucher OBI 62969 psbA (psbA) gene, partial cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7012773-L7012838,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]62969[^0-9]"" ",https://cch2.org/portal/collections/individual/index.php?occid=175101,https://www.ncbi.nlm.nih.gov/nuccore/MN617291,OBI 62969,"Cirsium arizonicum var. tenuisectum voucher OBI 62969 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7017761-L7017818,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""62978"")'",https://cch2.org/portal/collections/individual/index.php?occid=175187,https://www.ncbi.nlm.nih.gov/nuccore/MN604465,OBI 62978,"Cirsium eatonii var. clokeyi voucher OBI 62978 external transcribed spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6564112-L6564162,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""62978"")'",https://cch2.org/portal/collections/individual/index.php?occid=175187,https://www.ncbi.nlm.nih.gov/nuccore/MN604549,OBI 62978,"Cirsium eatonii var. clokeyi voucher OBI 62978 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6568450-L6568506,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""62978"")'",https://cch2.org/portal/collections/individual/index.php?occid=175187,https://www.ncbi.nlm.nih.gov/nuccore/MN604665,OBI 62978,"Cirsium eatonii var. clokeyi voucher OBI 62978 maturase K (matK) gene, partial cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6575660-L6575728,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""62978"")'",https://cch2.org/portal/collections/individual/index.php?occid=175187,https://www.ncbi.nlm.nih.gov/nuccore/MN617233,OBI 62978,"Cirsium eatonii var. clokeyi voucher OBI 62978 psbA (psbA) gene, partial cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7014012-L7014077,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""62978"")'",https://cch2.org/portal/collections/individual/index.php?occid=175187,https://www.ncbi.nlm.nih.gov/nuccore/MN617309,OBI 62978,"Cirsium eatonii var. clokeyi voucher OBI 62978 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7018781-L7018837,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""62978"")'",https://cch2.org/portal/collections/individual/index.php?occid=175187,https://www.ncbi.nlm.nih.gov/nuccore/MN604465,OBI 62978,"Cirsium eatonii var. clokeyi voucher OBI 62978 external transcribed spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6564112-L6564162,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""62978"")'",https://cch2.org/portal/collections/individual/index.php?occid=175187,https://www.ncbi.nlm.nih.gov/nuccore/MN604549,OBI 62978,"Cirsium eatonii var. clokeyi voucher OBI 62978 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6568450-L6568506,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""62978"")'",https://cch2.org/portal/collections/individual/index.php?occid=175187,https://www.ncbi.nlm.nih.gov/nuccore/MN604665,OBI 62978,"Cirsium eatonii var. clokeyi voucher OBI 62978 maturase K (matK) gene, partial cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6575660-L6575728,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""62978"")'",https://cch2.org/portal/collections/individual/index.php?occid=175187,https://www.ncbi.nlm.nih.gov/nuccore/MN617233,OBI 62978,"Cirsium eatonii var. clokeyi voucher OBI 62978 psbA (psbA) gene, partial cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7014012-L7014077,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""62978"")'",https://cch2.org/portal/collections/individual/index.php?occid=175187,https://www.ncbi.nlm.nih.gov/nuccore/MN617309,OBI 62978,"Cirsium eatonii var. clokeyi voucher OBI 62978 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7018781-L7018837,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""64116"")'",https://cch2.org/portal/collections/individual/index.php?occid=175222,https://www.ncbi.nlm.nih.gov/nuccore/MN604514,OBI 64116,"Cirsium eatonii var. eatonii voucher OBI 64116 external transcribed spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6566564-L6566613,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""64116"")'",https://cch2.org/portal/collections/individual/index.php?occid=175222,https://www.ncbi.nlm.nih.gov/nuccore/MN604550,OBI 64116,"Cirsium eatonii var. eatonii voucher OBI 64116 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6568507-L6568563,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""64116"")'",https://cch2.org/portal/collections/individual/index.php?occid=175222,https://www.ncbi.nlm.nih.gov/nuccore/MN604666,OBI 64116,"Cirsium eatonii var. eatonii voucher OBI 64116 maturase K (matK) gene, partial cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6575729-L6575797,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""64116"")'",https://cch2.org/portal/collections/individual/index.php?occid=175222,https://www.ncbi.nlm.nih.gov/nuccore/MN617234,OBI 64116,"Cirsium eatonii var. eatonii voucher OBI 64116 psbA (psbA) gene, partial cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7014078-L7014143,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""64116"")'",https://cch2.org/portal/collections/individual/index.php?occid=175222,https://www.ncbi.nlm.nih.gov/nuccore/MN617310,OBI 64116,"Cirsium eatonii var. eatonii voucher OBI 64116 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7018838-L7018894,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""64116"")'",https://cch2.org/portal/collections/individual/index.php?occid=175222,https://www.ncbi.nlm.nih.gov/nuccore/MN604514,OBI 64116,"Cirsium eatonii var. eatonii voucher OBI 64116 external transcribed spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6566564-L6566613,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""64116"")'",https://cch2.org/portal/collections/individual/index.php?occid=175222,https://www.ncbi.nlm.nih.gov/nuccore/MN604550,OBI 64116,"Cirsium eatonii var. eatonii voucher OBI 64116 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6568507-L6568563,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""64116"")'",https://cch2.org/portal/collections/individual/index.php?occid=175222,https://www.ncbi.nlm.nih.gov/nuccore/MN604666,OBI 64116,"Cirsium eatonii var. eatonii voucher OBI 64116 maturase K (matK) gene, partial cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6575729-L6575797,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""64116"")'",https://cch2.org/portal/collections/individual/index.php?occid=175222,https://www.ncbi.nlm.nih.gov/nuccore/MN617234,OBI 64116,"Cirsium eatonii var. eatonii voucher OBI 64116 psbA (psbA) gene, partial cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7014078-L7014143,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""64116"")'",https://cch2.org/portal/collections/individual/index.php?occid=175222,https://www.ncbi.nlm.nih.gov/nuccore/MN617310,OBI 64116,"Cirsium eatonii var. eatonii voucher OBI 64116 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7018838-L7018894,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/recordNumber""] == ""29532"")'",https://cch2.org/portal/collections/individual/index.php?occid=196156,https://www.ncbi.nlm.nih.gov/nuccore/OK157416,OBI:29532,"Nemacladus secundiflorus var. secundiflorus voucher OBI:29532 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/1534d7e3f70911a14996e8c43bac4e207c30c820bdd4e8e4bba312827ede06d3!/L1758460-L1758509,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/recordNumber""] == ""29532"")'",https://cch2.org/portal/collections/individual/index.php?occid=196156,https://www.ncbi.nlm.nih.gov/nuccore/OK157416,OBI:29532,"Nemacladus secundiflorus var. secundiflorus voucher OBI:29532 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/1534d7e3f70911a14996e8c43bac4e207c30c820bdd4e8e4bba312827ede06d3!/L1758460-L1758509,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/recordNumber""] == ""29532"")'",https://cch2.org/portal/collections/individual/index.php?occid=196156,https://www.ncbi.nlm.nih.gov/nuccore/OK136165,OBI:DKeil29532,"Nemacladus secundiflorus var. secundiflorus voucher OBI:DKeil29532 atpB-rbcL intergenic spacer region, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/1534d7e3f70911a14996e8c43bac4e207c30c820bdd4e8e4bba312827ede06d3!/L1181066-L1181114,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/recordNumber""] == ""29532"")'",https://cch2.org/portal/collections/individual/index.php?occid=196156,https://www.ncbi.nlm.nih.gov/nuccore/OK136165,OBI:DKeil29532,"Nemacladus secundiflorus var. secundiflorus voucher OBI:DKeil29532 atpB-rbcL intergenic spacer region, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/1534d7e3f70911a14996e8c43bac4e207c30c820bdd4e8e4bba312827ede06d3!/L1181066-L1181114,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/catalogNumber""] == ""OBI161445"")'",https://cch2.org/portal/collections/individual/index.php?occid=4060422,https://www.ncbi.nlm.nih.gov/nuccore/MW025115,OBI161445,"Fritillaria sp. SR-2020 voucher OBI161445 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/ba8ac753fc3c8a1bcd98dde6131852e2deea5ceeb65ae8cfe1fd9652500fea26!/L1571619-L1571670,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/catalogNumber""] == ""OBI161445"")'",https://cch2.org/portal/collections/individual/index.php?occid=4060422,https://www.ncbi.nlm.nih.gov/nuccore/MW025115,OBI161445,"Fritillaria sp. SR-2020 voucher OBI161445 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/ba8ac753fc3c8a1bcd98dde6131852e2deea5ceeb65ae8cfe1fd9652500fea26!/L1571619-L1571670,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]75168[^0-9]"" | grep ""Fritillaria"" ",https://cch2.org/portal/collections/individual/index.php?occid=184474,https://www.ncbi.nlm.nih.gov/nuccore/MW025106,OBI75168,"Fritillaria ojaiensis voucher OBI75168 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/ba8ac753fc3c8a1bcd98dde6131852e2deea5ceeb65ae8cfe1fd9652500fea26!/L1571153-L1571204,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]75168[^0-9]"" | grep ""Fritillaria"" ",https://cch2.org/portal/collections/individual/index.php?occid=184474,https://www.ncbi.nlm.nih.gov/nuccore/MW025106,OBI75168,"Fritillaria ojaiensis voucher OBI75168 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/ba8ac753fc3c8a1bcd98dde6131852e2deea5ceeb65ae8cfe1fd9652500fea26!/L1571153-L1571204,
yes,line:zip:hash://sha256/37f22b2969e0f13216d8f0acbf4358ff8497359b29204254d1329b32995c645a!/occurrences.csv!/L56777,"preston dwc-stream | grep -E ""[^0-9]9194[^0-9]"" | grep Rodin | jq .",https://cch2.org/portal/collections/individual/index.php?occid=2186655,https://www.ncbi.nlm.nih.gov/nuccore/MF670383,Rodin 9194 (OBI),"Megalochlamys marlothii voucher Rodin 9194 (OBI) trnS-trnG intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/45a03b3cd697fa24e55cf2ce6b1e472b73cf620bd87a4e9a1ab1ebf0d4b47144!/L3628867-L3628917,
yes,line:zip:hash://sha256/37f22b2969e0f13216d8f0acbf4358ff8497359b29204254d1329b32995c645a!/occurrences.csv!/L56777,"preston dwc-stream | grep -E ""[^0-9]9194[^0-9]"" | grep Rodin | jq .",https://cch2.org/portal/collections/individual/index.php?occid=2186655,https://www.ncbi.nlm.nih.gov/nuccore/MF678400,Rodin 9194 (OBI),"Megalochlamys marlothii voucher Rodin 9194 (OBI) ribosomal protein S16 (rps16) gene, intron; chloroplast.",https://linker.bio/line:gz:hash://sha256/45a03b3cd697fa24e55cf2ce6b1e472b73cf620bd87a4e9a1ab1ebf0d4b47144!/L3836018-L3836072,
yes,line:zip:hash://sha256/37f22b2969e0f13216d8f0acbf4358ff8497359b29204254d1329b32995c645a!/occurrences.csv!/L56777,"preston dwc-stream | grep -E ""[^0-9]9194[^0-9]"" | grep Rodin | jq .",https://cch2.org/portal/collections/individual/index.php?occid=2186655,https://www.ncbi.nlm.nih.gov/nuccore/MF768302,Rodin 9194 (OBI),"Megalochlamys marlothii voucher Rodin 9194 (OBI) trnT-trnL intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/45a03b3cd697fa24e55cf2ce6b1e472b73cf620bd87a4e9a1ab1ebf0d4b47144!/L4504952-L4505001,
yes,line:zip:hash://sha256/37f22b2969e0f13216d8f0acbf4358ff8497359b29204254d1329b32995c645a!/occurrences.csv!/L56777,"preston dwc-stream | grep -E ""[^0-9]9194[^0-9]"" | grep Rodin | jq .",https://cch2.org/portal/collections/individual/index.php?occid=2186655,https://www.ncbi.nlm.nih.gov/nuccore/MF768361,Rodin 9194 (OBI),"Megalochlamys marlothii voucher Rodin 9194 (OBI) trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/45a03b3cd697fa24e55cf2ce6b1e472b73cf620bd87a4e9a1ab1ebf0d4b47144!/L4507775-L4507827,
yes,line:zip:hash://sha256/37f22b2969e0f13216d8f0acbf4358ff8497359b29204254d1329b32995c645a!/occurrences.csv!/L56777,"preston dwc-stream | grep -E ""[^0-9]9194[^0-9]"" | grep Rodin | jq .",https://cch2.org/portal/collections/individual/index.php?occid=2186655,https://www.ncbi.nlm.nih.gov/nuccore/MF768408,Rodin 9194 (OBI),"Megalochlamys marlothii voucher Rodin 9194 (OBI) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/45a03b3cd697fa24e55cf2ce6b1e472b73cf620bd87a4e9a1ab1ebf0d4b47144!/L4510334-L4510390,
yes,,"preston dwc-stream | grep -E ""[^0-9]9194[^0-9]"" | grep Rodin | jq .",https://cch2.org/portal/collections/individual/index.php?occid=2186655,https://www.ncbi.nlm.nih.gov/nuccore/MF670383,Rodin 9194 (OBI),"Megalochlamys marlothii voucher Rodin 9194 (OBI) trnS-trnG intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/45a03b3cd697fa24e55cf2ce6b1e472b73cf620bd87a4e9a1ab1ebf0d4b47144!/L3628867-L3628917,
yes,,"preston dwc-stream | grep -E ""[^0-9]9194[^0-9]"" | grep Rodin | jq .",https://cch2.org/portal/collections/individual/index.php?occid=2186655,https://www.ncbi.nlm.nih.gov/nuccore/MF678400,Rodin 9194 (OBI),"Megalochlamys marlothii voucher Rodin 9194 (OBI) ribosomal protein S16 (rps16) gene, intron; chloroplast.",https://linker.bio/line:gz:hash://sha256/45a03b3cd697fa24e55cf2ce6b1e472b73cf620bd87a4e9a1ab1ebf0d4b47144!/L3836018-L3836072,
yes,,"preston dwc-stream | grep -E ""[^0-9]9194[^0-9]"" | grep Rodin | jq .",https://cch2.org/portal/collections/individual/index.php?occid=2186655,https://www.ncbi.nlm.nih.gov/nuccore/MF768302,Rodin 9194 (OBI),"Megalochlamys marlothii voucher Rodin 9194 (OBI) trnT-trnL intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/45a03b3cd697fa24e55cf2ce6b1e472b73cf620bd87a4e9a1ab1ebf0d4b47144!/L4504952-L4505001,
yes,,"preston dwc-stream | grep -E ""[^0-9]9194[^0-9]"" | grep Rodin | jq .",https://cch2.org/portal/collections/individual/index.php?occid=2186655,https://www.ncbi.nlm.nih.gov/nuccore/MF768361,Rodin 9194 (OBI),"Megalochlamys marlothii voucher Rodin 9194 (OBI) trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/45a03b3cd697fa24e55cf2ce6b1e472b73cf620bd87a4e9a1ab1ebf0d4b47144!/L4507775-L4507827,
yes,,"preston dwc-stream | grep -E ""[^0-9]9194[^0-9]"" | grep Rodin | jq .",https://cch2.org/portal/collections/individual/index.php?occid=2186655,https://www.ncbi.nlm.nih.gov/nuccore/MF768408,Rodin 9194 (OBI),"Megalochlamys marlothii voucher Rodin 9194 (OBI) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/45a03b3cd697fa24e55cf2ce6b1e472b73cf620bd87a4e9a1ab1ebf0d4b47144!/L4510334-L4510390,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]81607[^0-9]"" | grep ""Angelica"" ",https://cch2.org/portal/collections/individual/index.php?occid=166210,https://www.ncbi.nlm.nih.gov/nuccore/MT735442,Tracey & V. Call 2043 (OBI081607),"Angelica lineariloba voucher Tracey & V. Call 2043 (OBI081607) internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2246907-L2246960,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]81607[^0-9]"" | grep ""Angelica"" ",https://cch2.org/portal/collections/individual/index.php?occid=166210,https://www.ncbi.nlm.nih.gov/nuccore/MT765840,Tracey & V. Call 2043 (OBI081607),"Angelica lineariloba Tracey & V. Call 2043 (OBI081607) ndhF-rpl32 intergenic spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2928316-L2928373,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]81607[^0-9]"" | grep ""Angelica"" ",https://cch2.org/portal/collections/individual/index.php?occid=166210,https://www.ncbi.nlm.nih.gov/nuccore/MT766019,Tracey & V. Call 2043 (OBI081607),"Angelica lineariloba Tracey & V. Call 2043 (OBI081607) tRNA-Asp (trnD-GUC), tRNA-Tyr (trnY-GUA), tRNA-Glu (trnE-UUC), and tRNA-Thr (trnT-GGU) genes, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2943883-L2943998,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]81607[^0-9]"" | grep ""Angelica"" ",https://cch2.org/portal/collections/individual/index.php?occid=166210,https://www.ncbi.nlm.nih.gov/nuccore/MT766157,Tracey & V. Call 2043 (OBI081607),"Angelica lineariloba Tracey & V. Call 2043 (OBI081607) rpl32-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2956715-L2956768,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]81607[^0-9]"" | grep ""Angelica"" ",https://cch2.org/portal/collections/individual/index.php?occid=166210,https://www.ncbi.nlm.nih.gov/nuccore/MT735442,Tracey & V. Call 2043 (OBI081607),"Angelica lineariloba voucher Tracey & V. Call 2043 (OBI081607) internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2246907-L2246960,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]81607[^0-9]"" | grep ""Angelica"" ",https://cch2.org/portal/collections/individual/index.php?occid=166210,https://www.ncbi.nlm.nih.gov/nuccore/MT765840,Tracey & V. Call 2043 (OBI081607),"Angelica lineariloba Tracey & V. Call 2043 (OBI081607) ndhF-rpl32 intergenic spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2928316-L2928373,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]81607[^0-9]"" | grep ""Angelica"" ",https://cch2.org/portal/collections/individual/index.php?occid=166210,https://www.ncbi.nlm.nih.gov/nuccore/MT766019,Tracey & V. Call 2043 (OBI081607),"Angelica lineariloba Tracey & V. Call 2043 (OBI081607) tRNA-Asp (trnD-GUC), tRNA-Tyr (trnY-GUA), tRNA-Glu (trnE-UUC), and tRNA-Thr (trnT-GGU) genes, complete sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2943883-L2943998,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]81607[^0-9]"" | grep ""Angelica"" ",https://cch2.org/portal/collections/individual/index.php?occid=166210,https://www.ncbi.nlm.nih.gov/nuccore/MT766157,Tracey & V. Call 2043 (OBI081607),"Angelica lineariloba Tracey & V. Call 2043 (OBI081607) rpl32-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/e3942437346ab41ff9985857ae067d5a5c404e6a205e05c6fbeabee88a9fe0c3!/L2956715-L2956768,
